filename,source_video,frame_ts,scene,action_label,source_dataset,low_res,train_val
livingroom_fall_244_20260827_t8.4.jpg,videos/livingroom/fall/livingroom_fall_244_20260827.mp4,8.40,livingroom,lying,CAUCAFall,false,train
livingroom_fall_244_20260827_t2.9.jpg,videos/livingroom/fall/livingroom_fall_244_20260827.mp4,2.90,livingroom,transition,CAUCAFall,false,train
livingroom_fall_227_20260827_t9.5.jpg,videos/livingroom/fall/livingroom_fall_227_20260827.mp4,9.50,livingroom,lying,CAUCAFall,false,train
livingroom_fall_227_20260827_t10.8.jpg,videos/livingroom/fall/livingroom_fall_227_20260827.mp4,10.80,livingroom,lying,CAUCAFall,false,train
livingroom_fall_227_20260827_t12.1.jpg,videos/livingroom/fall/livingroom_fall_227_20260827.mp4,12.10,livingroom,lying,CAUCAFall,false,train
livingroom_fall_227_20260827_t3.8.jpg,videos/livingroom/fall/livingroom_fall_227_20260827.mp4,3.80,livingroom,transition,CAUCAFall,false,train
livingroom_fall_247_20260827_t7.6.jpg,videos/livingroom/fall/livingroom_fall_247_20260827.mp4,7.56,livingroom,lying,CAUCAFall,false,train
livingroom_fall_247_20260827_t8.6.jpg,videos/livingroom/fall/livingroom_fall_247_20260827.mp4,8.59,livingroom,lying,CAUCAFall,false,train
livingroom_fall_247_20260827_t9.6.jpg,videos/livingroom/fall/livingroom_fall_247_20260827.mp4,9.62,livingroom,lying,CAUCAFall,false,train
livingroom_fall_247_20260827_t3.5.jpg,videos/livingroom/fall/livingroom_fall_247_20260827.mp4,3.45,livingroom,transition,CAUCAFall,false,train
livingroom_fall_234_20260827_t5.0.jpg,videos/livingroom/fall/livingroom_fall_234_20260827.mp4,5.05,livingroom,lying,CAUCAFall,false,train
livingroom_fall_234_20260827_t5.7.jpg,videos/livingroom/fall/livingroom_fall_234_20260827.mp4,5.74,livingroom,lying,CAUCAFall,false,train
livingroom_fall_234_20260827_t6.4.jpg,videos/livingroom/fall/livingroom_fall_234_20260827.mp4,6.43,livingroom,lying,CAUCAFall,false,train
livingroom_fall_234_20260827_t4.2.jpg,videos/livingroom/fall/livingroom_fall_234_20260827.mp4,4.20,livingroom,transition,CAUCAFall,false,train
livingroom_fall_249_20260827_t6.7.jpg,videos/livingroom/fall/livingroom_fall_249_20260827.mp4,6.67,livingroom,lying,CAUCAFall,false,train
livingroom_fall_249_20260827_t7.6.jpg,videos/livingroom/fall/livingroom_fall_249_20260827.mp4,7.57,livingroom,lying,CAUCAFall,false,train
livingroom_fall_249_20260827_t8.5.jpg,videos/livingroom/fall/livingroom_fall_249_20260827.mp4,8.48,livingroom,lying,CAUCAFall,false,train
livingroom_fall_249_20260827_t4.2.jpg,videos/livingroom/fall/livingroom_fall_249_20260827.mp4,4.15,livingroom,transition,CAUCAFall,false,train
livingroom_fall_239_20260827_t5.5.jpg,videos/livingroom/fall/livingroom_fall_239_20260827.mp4,5.54,livingroom,lying,CAUCAFall,false,train
livingroom_fall_239_20260827_t6.3.jpg,videos/livingroom/fall/livingroom_fall_239_20260827.mp4,6.30,livingroom,lying,CAUCAFall,false,train
livingroom_fall_239_20260827_t7.1.jpg,videos/livingroom/fall/livingroom_fall_239_20260827.mp4,7.06,livingroom,lying,CAUCAFall,false,train
livingroom_fall_239_20260827_t1.2.jpg,videos/livingroom/fall/livingroom_fall_239_20260827.mp4,1.25,livingroom,transition,CAUCAFall,false,train
livingroom_fall_230_20260827_t3.6.jpg,videos/livingroom/fall/livingroom_fall_230_20260827.mp4,3.60,livingroom,lying,CAUCAFall,false,train
livingroom_fall_230_20260827_t4.1.jpg,videos/livingroom/fall/livingroom_fall_230_20260827.mp4,4.09,livingroom,lying,CAUCAFall,false,train
livingroom_fall_230_20260827_t4.6.jpg,videos/livingroom/fall/livingroom_fall_230_20260827.mp4,4.58,livingroom,lying,CAUCAFall,false,train
livingroom_fall_230_20260827_t1.6.jpg,videos/livingroom/fall/livingroom_fall_230_20260827.mp4,1.60,livingroom,transition,CAUCAFall,false,train
livingroom_fall_221_20260827_t3.8.jpg,videos/livingroom/fall/livingroom_fall_221_20260827.mp4,3.76,livingroom,lying,CAUCAFall,false,train
livingroom_fall_221_20260827_t4.3.jpg,videos/livingroom/fall/livingroom_fall_221_20260827.mp4,4.28,livingroom,lying,CAUCAFall,false,train
livingroom_fall_221_20260827_t4.8.jpg,videos/livingroom/fall/livingroom_fall_221_20260827.mp4,4.79,livingroom,lying,CAUCAFall,false,train
livingroom_fall_221_20260827_t2.8.jpg,videos/livingroom/fall/livingroom_fall_221_20260827.mp4,2.80,livingroom,transition,CAUCAFall,false,train
bedroom_fall_010_20260827_t11.2.jpg,videos/bedroom/fall/bedroom_fall_010_20260827.mp4,11.18,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_010_20260827_t11.4.jpg,videos/bedroom/fall/bedroom_fall_010_20260827.mp4,11.45,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_010_20260827_t11.7.jpg,videos/bedroom/fall/bedroom_fall_010_20260827.mp4,11.72,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_010_20260827_t4.2.jpg,videos/bedroom/fall/bedroom_fall_010_20260827.mp4,4.20,bedroom,transition,GMDCSA-24,false,train
bedroom_fall_008_20260827_t4.1.jpg,videos/bedroom/fall/bedroom_fall_008_20260827.mp4,4.05,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_008_20260827_t4.13.jpg,videos/bedroom/fall/bedroom_fall_008_20260827.mp4,4.13,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_008_20260827_t4.2.jpg,videos/bedroom/fall/bedroom_fall_008_20260827.mp4,4.20,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_008_20260827_t1.6.jpg,videos/bedroom/fall/bedroom_fall_008_20260827.mp4,1.60,bedroom,transition,GMDCSA-24,false,train
bedroom_fall_001_20260827_t7.0.jpg,videos/bedroom/fall/bedroom_fall_001_20260827.mp4,7.01,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_001_20260827_t0.0.jpg,videos/bedroom/fall/bedroom_fall_001_20260827.mp4,0.00,bedroom,transition,GMDCSA-24,false,train
livingroom_fall_192_20260827_t9.1.jpg,videos/livingroom/fall/livingroom_fall_192_20260827.mp4,9.10,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_192_20260827_t9.3.jpg,videos/livingroom/fall/livingroom_fall_192_20260827.mp4,9.26,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_192_20260827_t9.4.jpg,videos/livingroom/fall/livingroom_fall_192_20260827.mp4,9.41,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_192_20260827_t6.2.jpg,videos/livingroom/fall/livingroom_fall_192_20260827.mp4,6.20,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_208_20260827_t4.0.jpg,videos/livingroom/fall/livingroom_fall_208_20260827.mp4,4.01,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_208_20260827_t4.6.jpg,videos/livingroom/fall/livingroom_fall_208_20260827.mp4,4.56,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_208_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_208_20260827.mp4,5.11,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_208_20260827_t1.8.jpg,videos/livingroom/fall/livingroom_fall_208_20260827.mp4,1.80,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_215_20260827_t5.0.jpg,videos/livingroom/fall/livingroom_fall_215_20260827.mp4,5.01,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_215_20260827_t2.2.jpg,videos/livingroom/fall/livingroom_fall_215_20260827.mp4,2.20,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_177_20260827_t8.1.jpg,videos/livingroom/fall/livingroom_fall_177_20260827.mp4,8.09,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_177_20260827_t8.2.jpg,videos/livingroom/fall/livingroom_fall_177_20260827.mp4,8.22,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_177_20260827_t8.4.jpg,videos/livingroom/fall/livingroom_fall_177_20260827.mp4,8.36,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_177_20260827_t2.7.jpg,videos/livingroom/fall/livingroom_fall_177_20260827.mp4,2.70,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_162_20260827_t5.2.jpg,videos/livingroom/fall/livingroom_fall_162_20260827.mp4,5.18,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_162_20260827_t5.5.jpg,videos/livingroom/fall/livingroom_fall_162_20260827.mp4,5.46,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_162_20260827_t5.7.jpg,videos/livingroom/fall/livingroom_fall_162_20260827.mp4,5.74,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_162_20260827_t2.5.jpg,videos/livingroom/fall/livingroom_fall_162_20260827.mp4,2.50,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_174_20260827_t6.0.jpg,videos/livingroom/fall/livingroom_fall_174_20260827.mp4,6.00,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_174_20260827_t1.8.jpg,videos/livingroom/fall/livingroom_fall_174_20260827.mp4,1.80,livingroom,transition,GMDCSA-24,false,train
bedroom_fall_018_20260827_t5.0.jpg,videos/bedroom/fall/bedroom_fall_018_20260827.mp4,5.00,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_018_20260827_t0.3.jpg,videos/bedroom/fall/bedroom_fall_018_20260827.mp4,0.30,bedroom,transition,GMDCSA-24,false,train
livingroom_fall_193_20260827_t5.0.jpg,videos/livingroom/fall/livingroom_fall_193_20260827.mp4,5.04,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_193_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_193_20260827.mp4,5.10,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_193_20260827_t5.2.jpg,videos/livingroom/fall/livingroom_fall_193_20260827.mp4,5.16,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_193_20260827_t1.3.jpg,videos/livingroom/fall/livingroom_fall_193_20260827.mp4,1.30,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_160_20260827_t6.2.jpg,videos/livingroom/fall/livingroom_fall_160_20260827.mp4,6.17,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_160_20260827_t6.4.jpg,videos/livingroom/fall/livingroom_fall_160_20260827.mp4,6.43,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_160_20260827_t6.7.jpg,videos/livingroom/fall/livingroom_fall_160_20260827.mp4,6.69,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_160_20260827_t3.4.jpg,videos/livingroom/fall/livingroom_fall_160_20260827.mp4,3.40,livingroom,transition,GMDCSA-24,false,train
bedroom_fall_012_20260827_t2.2.jpg,videos/bedroom/fall/bedroom_fall_012_20260827.mp4,2.20,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_012_20260827_t2.5.jpg,videos/bedroom/fall/bedroom_fall_012_20260827.mp4,2.49,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_012_20260827_t2.8.jpg,videos/bedroom/fall/bedroom_fall_012_20260827.mp4,2.79,bedroom,lying,GMDCSA-24,false,train
bedroom_fall_012_20260827_t1.5.jpg,videos/bedroom/fall/bedroom_fall_012_20260827.mp4,1.50,bedroom,transition,GMDCSA-24,false,train
livingroom_fall_173_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_173_20260827.mp4,5.14,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_173_20260827_t5.3.jpg,videos/livingroom/fall/livingroom_fall_173_20260827.mp4,5.35,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_173_20260827_t5.6.jpg,videos/livingroom/fall/livingroom_fall_173_20260827.mp4,5.56,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_173_20260827_t0.3.jpg,videos/livingroom/fall/livingroom_fall_173_20260827.mp4,0.30,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_206_20260827_t12.1.jpg,videos/livingroom/fall/livingroom_fall_206_20260827.mp4,12.07,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_206_20260827_t12.2.jpg,videos/livingroom/fall/livingroom_fall_206_20260827.mp4,12.16,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_206_20260827_t12.3.jpg,videos/livingroom/fall/livingroom_fall_206_20260827.mp4,12.26,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_206_20260827_t8.1.jpg,videos/livingroom/fall/livingroom_fall_206_20260827.mp4,8.10,livingroom,transition,GMDCSA-24,false,val
livingroom_fall_169_20260827_t4.1.jpg,videos/livingroom/fall/livingroom_fall_169_20260827.mp4,4.10,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_169_20260827_t4.2.jpg,videos/livingroom/fall/livingroom_fall_169_20260827.mp4,4.25,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_169_20260827_t4.4.jpg,videos/livingroom/fall/livingroom_fall_169_20260827.mp4,4.40,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_169_20260827_t0.7.jpg,videos/livingroom/fall/livingroom_fall_169_20260827.mp4,0.70,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_186_20260827_t8.2.jpg,videos/livingroom/fall/livingroom_fall_186_20260827.mp4,8.18,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_186_20260827_t8.5.jpg,videos/livingroom/fall/livingroom_fall_186_20260827.mp4,8.46,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_186_20260827_t8.7.jpg,videos/livingroom/fall/livingroom_fall_186_20260827.mp4,8.73,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_186_20260827_t2.5.jpg,videos/livingroom/fall/livingroom_fall_186_20260827.mp4,2.50,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_172_20260827_t4.1.jpg,videos/livingroom/fall/livingroom_fall_172_20260827.mp4,4.06,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_172_20260827_t4.2.jpg,videos/livingroom/fall/livingroom_fall_172_20260827.mp4,4.16,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_172_20260827_t4.3.jpg,videos/livingroom/fall/livingroom_fall_172_20260827.mp4,4.26,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_172_20260827_t0.4.jpg,videos/livingroom/fall/livingroom_fall_172_20260827.mp4,0.40,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_171_20260827_t6.2.jpg,videos/livingroom/fall/livingroom_fall_171_20260827.mp4,6.17,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_171_20260827_t6.4.jpg,videos/livingroom/fall/livingroom_fall_171_20260827.mp4,6.43,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_171_20260827_t6.7.jpg,videos/livingroom/fall/livingroom_fall_171_20260827.mp4,6.69,livingroom,lying,GMDCSA-24,false,val
livingroom_fall_171_20260827_t1.9.jpg,videos/livingroom/fall/livingroom_fall_171_20260827.mp4,1.90,livingroom,transition,GMDCSA-24,false,val
livingroom_fall_188_20260827_t6.1.jpg,videos/livingroom/fall/livingroom_fall_188_20260827.mp4,6.10,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_188_20260827_t6.2.jpg,videos/livingroom/fall/livingroom_fall_188_20260827.mp4,6.25,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_188_20260827_t6.4.jpg,videos/livingroom/fall/livingroom_fall_188_20260827.mp4,6.40,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_188_20260827_t2.5.jpg,videos/livingroom/fall/livingroom_fall_188_20260827.mp4,2.50,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_197_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_197_20260827.mp4,5.13,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_197_20260827_t5.3.jpg,videos/livingroom/fall/livingroom_fall_197_20260827.mp4,5.31,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_197_20260827_t5.5.jpg,videos/livingroom/fall/livingroom_fall_197_20260827.mp4,5.50,livingroom,lying,GMDCSA-24,false,train
livingroom_fall_197_20260827_t1.5.jpg,videos/livingroom/fall/livingroom_fall_197_20260827.mp4,1.50,livingroom,transition,GMDCSA-24,false,train
livingroom_fall_103_20260827_t28.2.jpg,videos/livingroom/fall/livingroom_fall_103_20260827.mp4,28.18,livingroom,lying,Le2i,true,val
livingroom_fall_103_20260827_t29.3.jpg,videos/livingroom/fall/livingroom_fall_103_20260827.mp4,29.30,livingroom,lying,Le2i,true,val
livingroom_fall_103_20260827_t30.4.jpg,videos/livingroom/fall/livingroom_fall_103_20260827.mp4,30.42,livingroom,lying,Le2i,true,val
livingroom_fall_103_20260827_t26.2.jpg,videos/livingroom/fall/livingroom_fall_103_20260827.mp4,26.16,livingroom,transition,Le2i,true,val
livingroom_fall_105_20260827_t7.2.jpg,videos/livingroom/fall/livingroom_fall_105_20260827.mp4,7.19,livingroom,lying,Le2i,true,train
livingroom_fall_105_20260827_t8.1.jpg,videos/livingroom/fall/livingroom_fall_105_20260827.mp4,8.08,livingroom,lying,Le2i,true,train
livingroom_fall_105_20260827_t9.0.jpg,videos/livingroom/fall/livingroom_fall_105_20260827.mp4,8.97,livingroom,lying,Le2i,true,train
livingroom_fall_105_20260827_t5.4.jpg,videos/livingroom/fall/livingroom_fall_105_20260827.mp4,5.44,livingroom,transition,Le2i,true,train
livingroom_fall_100_20260827_t5.8.jpg,videos/livingroom/fall/livingroom_fall_100_20260827.mp4,5.85,livingroom,lying,Le2i,true,train
livingroom_fall_100_20260827_t6.9.jpg,videos/livingroom/fall/livingroom_fall_100_20260827.mp4,6.88,livingroom,lying,Le2i,true,train
livingroom_fall_100_20260827_t7.9.jpg,videos/livingroom/fall/livingroom_fall_100_20260827.mp4,7.91,livingroom,lying,Le2i,true,train
livingroom_fall_100_20260827_t4.0.jpg,videos/livingroom/fall/livingroom_fall_100_20260827.mp4,4.00,livingroom,transition,Le2i,true,train
livingroom_fall_124_20260827_t7.2.jpg,videos/livingroom/fall/livingroom_fall_124_20260827.mp4,7.25,livingroom,lying,Le2i,true,train
livingroom_fall_124_20260827_t8.8.jpg,videos/livingroom/fall/livingroom_fall_124_20260827.mp4,8.75,livingroom,lying,Le2i,true,train
livingroom_fall_124_20260827_t10.2.jpg,videos/livingroom/fall/livingroom_fall_124_20260827.mp4,10.25,livingroom,lying,Le2i,true,train
livingroom_fall_124_20260827_t5.6.jpg,videos/livingroom/fall/livingroom_fall_124_20260827.mp4,5.62,livingroom,transition,Le2i,true,train
livingroom_fall_067_20260827_t3.5.jpg,videos/livingroom/fall/livingroom_fall_067_20260827.mp4,3.46,livingroom,lying,Le2i,true,train
livingroom_fall_067_20260827_t4.3.jpg,videos/livingroom/fall/livingroom_fall_067_20260827.mp4,4.26,livingroom,lying,Le2i,true,train
livingroom_fall_067_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_067_20260827.mp4,5.06,livingroom,lying,Le2i,true,train
livingroom_fall_067_20260827_t1.9.jpg,videos/livingroom/fall/livingroom_fall_067_20260827.mp4,1.92,livingroom,transition,Le2i,true,train
livingroom_fall_079_20260827_t1.1.jpg,videos/livingroom/fall/livingroom_fall_079_20260827.mp4,1.08,livingroom,lying,Le2i,true,train
livingroom_fall_079_20260827_t2.6.jpg,videos/livingroom/fall/livingroom_fall_079_20260827.mp4,2.58,livingroom,lying,Le2i,true,train
livingroom_fall_079_20260827_t4.1.jpg,videos/livingroom/fall/livingroom_fall_079_20260827.mp4,4.08,livingroom,lying,Le2i,true,train
livingroom_fall_079_20260827_t0.0.jpg,videos/livingroom/fall/livingroom_fall_079_20260827.mp4,0.04,livingroom,transition,Le2i,true,train
livingroom_fall_117_20260827_t20.2.jpg,videos/livingroom/fall/livingroom_fall_117_20260827.mp4,20.25,livingroom,lying,Le2i,true,train
livingroom_fall_117_20260827_t21.1.jpg,videos/livingroom/fall/livingroom_fall_117_20260827.mp4,21.10,livingroom,lying,Le2i,true,train
livingroom_fall_117_20260827_t22.0.jpg,videos/livingroom/fall/livingroom_fall_117_20260827.mp4,21.95,livingroom,lying,Le2i,true,train
livingroom_fall_117_20260827_t17.9.jpg,videos/livingroom/fall/livingroom_fall_117_20260827.mp4,17.88,livingroom,transition,Le2i,true,train
livingroom_fall_126_20260827_t7.6.jpg,videos/livingroom/fall/livingroom_fall_126_20260827.mp4,7.57,livingroom,lying,Le2i,true,train
livingroom_fall_126_20260827_t8.1.jpg,videos/livingroom/fall/livingroom_fall_126_20260827.mp4,8.10,livingroom,lying,Le2i,true,train
livingroom_fall_126_20260827_t8.6.jpg,videos/livingroom/fall/livingroom_fall_126_20260827.mp4,8.64,livingroom,lying,Le2i,true,train
livingroom_fall_126_20260827_t6.7.jpg,videos/livingroom/fall/livingroom_fall_126_20260827.mp4,6.71,livingroom,transition,Le2i,true,train
livingroom_fall_146_20260827_t6.2.jpg,videos/livingroom/fall/livingroom_fall_146_20260827.mp4,6.20,livingroom,lying,Le2i,true,train
livingroom_fall_146_20260827_t6.9.jpg,videos/livingroom/fall/livingroom_fall_146_20260827.mp4,6.88,livingroom,lying,Le2i,true,train
livingroom_fall_146_20260827_t7.5.jpg,videos/livingroom/fall/livingroom_fall_146_20260827.mp4,7.55,livingroom,lying,Le2i,true,train
livingroom_fall_146_20260827_t5.1.jpg,videos/livingroom/fall/livingroom_fall_146_20260827.mp4,5.12,livingroom,transition,Le2i,true,train
livingroom_fall_089_20260827_t5.2.jpg,videos/livingroom/fall/livingroom_fall_089_20260827.mp4,5.24,livingroom,lying,Le2i,true,train
livingroom_fall_089_20260827_t6.7.jpg,videos/livingroom/fall/livingroom_fall_089_20260827.mp4,6.74,livingroom,lying,Le2i,true,train
livingroom_fall_089_20260827_t8.2.jpg,videos/livingroom/fall/livingroom_fall_089_20260827.mp4,8.24,livingroom,lying,Le2i,true,train
livingroom_fall_089_20260827_t3.0.jpg,videos/livingroom/fall/livingroom_fall_089_20260827.mp4,2.96,livingroom,transition,Le2i,true,train
livingroom_fall_078_20260827_t7.8.jpg,videos/livingroom/fall/livingroom_fall_078_20260827.mp4,7.82,livingroom,lying,Le2i,true,val
livingroom_fall_078_20260827_t8.8.jpg,videos/livingroom/fall/livingroom_fall_078_20260827.mp4,8.82,livingroom,lying,Le2i,true,val
livingroom_fall_078_20260827_t9.8.jpg,videos/livingroom/fall/livingroom_fall_078_20260827.mp4,9.82,livingroom,lying,Le2i,true,val
livingroom_fall_078_20260827_t5.5.jpg,videos/livingroom/fall/livingroom_fall_078_20260827.mp4,5.48,livingroom,transition,Le2i,true,val
livingroom_fall_114_20260827_t7.7.jpg,videos/livingroom/fall/livingroom_fall_114_20260827.mp4,7.74,livingroom,lying,Le2i,true,train
livingroom_fall_114_20260827_t8.6.jpg,videos/livingroom/fall/livingroom_fall_114_20260827.mp4,8.60,livingroom,lying,Le2i,true,train
livingroom_fall_114_20260827_t9.5.jpg,videos/livingroom/fall/livingroom_fall_114_20260827.mp4,9.46,livingroom,lying,Le2i,true,train
livingroom_fall_114_20260827_t6.3.jpg,videos/livingroom/fall/livingroom_fall_114_20260827.mp4,6.28,livingroom,transition,Le2i,true,train
livingroom_fall_112_20260827_t1.1.jpg,videos/livingroom/fall/livingroom_fall_112_20260827.mp4,1.08,livingroom,lying,Le2i,true,train
livingroom_fall_112_20260827_t2.6.jpg,videos/livingroom/fall/livingroom_fall_112_20260827.mp4,2.58,livingroom,lying,Le2i,true,train
livingroom_fall_112_20260827_t4.1.jpg,videos/livingroom/fall/livingroom_fall_112_20260827.mp4,4.08,livingroom,lying,Le2i,true,train
livingroom_fall_112_20260827_t0.0.jpg,videos/livingroom/fall/livingroom_fall_112_20260827.mp4,0.04,livingroom,transition,Le2i,true,train
