new_video,source_dataset,source_file,scene,action_label,event_type
livingroom_fall_051_20260827.mp4,URFD,fall-26-cam0.mp4,livingroom,fall,fall
livingroom_fall_052_20260827.mp4,URFD,fall-26-cam1.mp4,livingroom,fall,fall
livingroom_fall_053_20260827.mp4,URFD,fall-27-cam0.mp4,livingroom,fall,fall
livingroom_fall_054_20260827.mp4,URFD,fall-27-cam1.mp4,livingroom,fall,fall
livingroom_fall_055_20260827.mp4,URFD,fall-28-cam0.mp4,livingroom,fall,fall
livingroom_fall_056_20260827.mp4,URFD,fall-28-cam1.mp4,livingroom,fall,fall
livingroom_fall_057_20260827.mp4,URFD,fall-29-cam0.mp4,livingroom,fall,fall
livingroom_fall_058_20260827.mp4,URFD,fall-29-cam1.mp4,livingroom,fall,fall
livingroom_fall_059_20260827.mp4,URFD,fall-30-cam0.mp4,livingroom,fall,fall
livingroom_fall_060_20260827.mp4,URFD,fall-30-cam1.mp4,livingroom,fall,fall
livingroom_adl_001_20260827.mp4,URFD,adl-01-cam0.mp4,livingroom,normal,adl
livingroom_adl_002_20260827.mp4,URFD,adl-02-cam0.mp4,livingroom,normal,adl
livingroom_adl_003_20260827.mp4,URFD,adl-03-cam0.mp4,livingroom,normal,adl
livingroom_adl_004_20260827.mp4,URFD,adl-04-cam0.mp4,livingroom,normal,adl
livingroom_adl_005_20260827.mp4,URFD,adl-05-cam0.mp4,livingroom,normal,adl
livingroom_adl_006_20260827.mp4,URFD,adl-06-cam0.mp4,livingroom,normal,adl
livingroom_adl_007_20260827.mp4,URFD,adl-07-cam0.mp4,livingroom,normal,adl
livingroom_adl_008_20260827.mp4,URFD,adl-08-cam0.mp4,livingroom,normal,adl
livingroom_adl_009_20260827.mp4,URFD,adl-09-cam0.mp4,livingroom,normal,adl
livingroom_lie_down_001_20260827.mp4,URFD,adl-10-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_002_20260827.mp4,URFD,adl-11-cam0.mp4,livingroom,nearfall,lie_down
livingroom_adl_010_20260827.mp4,URFD,adl-12-cam0.mp4,livingroom,normal,adl
livingroom_adl_011_20260827.mp4,URFD,adl-13-cam0.mp4,livingroom,normal,adl
livingroom_adl_012_20260827.mp4,URFD,adl-14-cam0.mp4,livingroom,normal,adl
livingroom_adl_013_20260827.mp4,URFD,adl-15-cam0.mp4,livingroom,normal,adl
livingroom_adl_014_20260827.mp4,URFD,adl-16-cam0.mp4,livingroom,normal,adl
livingroom_adl_015_20260827.mp4,URFD,adl-17-cam0.mp4,livingroom,normal,adl
livingroom_adl_016_20260827.mp4,URFD,adl-18-cam0.mp4,livingroom,normal,adl
livingroom_adl_017_20260827.mp4,URFD,adl-19-cam0.mp4,livingroom,normal,adl
livingroom_adl_018_20260827.mp4,URFD,adl-20-cam0.mp4,livingroom,normal,adl
livingroom_lie_down_003_20260827.mp4,URFD,adl-21-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_004_20260827.mp4,URFD,adl-22-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_005_20260827.mp4,URFD,adl-23-cam0.mp4,livingroom,nearfall,lie_down
livingroom_adl_019_20260827.mp4,URFD,adl-24-cam0.mp4,livingroom,normal,adl
livingroom_adl_020_20260827.mp4,URFD,adl-25-cam0.mp4,livingroom,normal,adl
livingroom_adl_021_20260827.mp4,URFD,adl-26-cam0.mp4,livingroom,normal,adl
livingroom_adl_022_20260827.mp4,URFD,adl-27-cam0.mp4,livingroom,normal,adl
livingroom_adl_023_20260827.mp4,URFD,adl-28-cam0.mp4,livingroom,normal,adl
livingroom_adl_024_20260827.mp4,URFD,adl-29-cam0.mp4,livingroom,normal,adl
livingroom_lie_down_006_20260827.mp4,URFD,adl-30-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_007_20260827.mp4,URFD,adl-31-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_008_20260827.mp4,URFD,adl-32-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_009_20260827.mp4,URFD,adl-33-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_010_20260827.mp4,URFD,adl-34-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_011_20260827.mp4,URFD,adl-35-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_012_20260827.mp4,URFD,adl-36-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_013_20260827.mp4,URFD,adl-37-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_014_20260827.mp4,URFD,adl-38-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_015_20260827.mp4,URFD,adl-39-cam0.mp4,livingroom,nearfall,lie_down
livingroom_lie_down_016_20260827.mp4,URFD,adl-40-cam0.mp4,livingroom,nearfall,lie_down
