new_video,source_dataset,source_file,scene,action_label,event_type
livingroom_fall_108_20260827.mp4,Le2i,Coffee_room_01/video (9).avi,livingroom,fall,fall
livingroom_fall_109_20260827.mp4,Le2i,Coffee_room_02/video (49).avi,livingroom,fall,fall
livingroom_fall_110_20260827.mp4,Le2i,Coffee_room_02/video (50).avi,livingroom,fall,fall
livingroom_fall_111_20260827.mp4,Le2i,Coffee_room_02/video (51).avi,livingroom,fall,fall
livingroom_fall_112_20260827.mp4,Le2i,Coffee_room_02/video (52).avi,livingroom,fall,fall
livingroom_fall_113_20260827.mp4,Le2i,Coffee_room_02/video (53).avi,livingroom,fall,fall
livingroom_fall_114_20260827.mp4,Le2i,Coffee_room_02/video (54).avi,livingroom,fall,fall
livingroom_fall_115_20260827.mp4,Le2i,Coffee_room_02/video (55).avi,livingroom,fall,fall
livingroom_fall_116_20260827.mp4,Le2i,Coffee_room_02/video (56).avi,livingroom,fall,fall
livingroom_fall_117_20260827.mp4,Le2i,Coffee_room_02/video (57).avi,livingroom,fall,fall
livingroom_fall_118_20260827.mp4,Le2i,Coffee_room_02/video (58).avi,livingroom,fall,fall
livingroom_fall_119_20260827.mp4,Le2i,Coffee_room_02/video (59).avi,livingroom,fall,fall
livingroom_fall_120_20260827.mp4,Le2i,Coffee_room_02/video (60).avi,livingroom,fall,fall
livingroom_adl_025_20260827.mp4,Le2i,Coffee_room_02/video (61).avi,livingroom,normal,adl
livingroom_fall_121_20260827.mp4,Le2i,Coffee_room_02/video (62).avi,livingroom,fall,fall
livingroom_adl_026_20260827.mp4,Le2i,Coffee_room_02/video (63).avi,livingroom,normal,adl
livingroom_fall_122_20260827.mp4,Le2i,Coffee_room_02/video (64).avi,livingroom,fall,fall
livingroom_adl_027_20260827.mp4,Le2i,Coffee_room_02/video (65).avi,livingroom,normal,adl
livingroom_adl_028_20260827.mp4,Le2i,Coffee_room_02/video (66).avi,livingroom,normal,adl
livingroom_adl_029_20260827.mp4,Le2i,Coffee_room_02/video (67).avi,livingroom,normal,adl
livingroom_adl_030_20260827.mp4,Le2i,Coffee_room_02/video (68).avi,livingroom,normal,adl
livingroom_adl_031_20260827.mp4,Le2i,Coffee_room_02/video (69).avi,livingroom,normal,adl
livingroom_adl_032_20260827.mp4,Le2i,Coffee_room_02/video (70).avi,livingroom,normal,adl
livingroom_fall_123_20260827.mp4,Le2i,Home_01/video (1).avi,livingroom,fall,fall
livingroom_fall_124_20260827.mp4,Le2i,Home_01/video (10).avi,livingroom,fall,fall
livingroom_fall_125_20260827.mp4,Le2i,Home_01/video (11).avi,livingroom,fall,fall
livingroom_fall_126_20260827.mp4,Le2i,Home_01/video (12).avi,livingroom,fall,fall
livingroom_fall_127_20260827.mp4,Le2i,Home_01/video (13).avi,livingroom,fall,fall
livingroom_fall_128_20260827.mp4,Le2i,Home_01/video (14).avi,livingroom,fall,fall
livingroom_fall_129_20260827.mp4,Le2i,Home_01/video (15).avi,livingroom,fall,fall
livingroom_fall_130_20260827.mp4,Le2i,Home_01/video (16).avi,livingroom,fall,fall
livingroom_fall_131_20260827.mp4,Le2i,Home_01/video (17).avi,livingroom,fall,fall
livingroom_fall_132_20260827.mp4,Le2i,Home_01/video (18).avi,livingroom,fall,fall
livingroom_fall_133_20260827.mp4,Le2i,Home_01/video (19).avi,livingroom,fall,fall
livingroom_fall_134_20260827.mp4,Le2i,Home_01/video (2).avi,livingroom,fall,fall
livingroom_fall_135_20260827.mp4,Le2i,Home_01/video (20).avi,livingroom,fall,fall
livingroom_fall_136_20260827.mp4,Le2i,Home_01/video (21).avi,livingroom,fall,fall
livingroom_fall_137_20260827.mp4,Le2i,Home_01/video (22).avi,livingroom,fall,fall
livingroom_fall_138_20260827.mp4,Le2i,Home_01/video (23).avi,livingroom,fall,fall
livingroom_fall_139_20260827.mp4,Le2i,Home_01/video (24).avi,livingroom,fall,fall
livingroom_fall_140_20260827.mp4,Le2i,Home_01/video (25).avi,livingroom,fall,fall
livingroom_fall_141_20260827.mp4,Le2i,Home_01/video (26).avi,livingroom,fall,fall
livingroom_fall_142_20260827.mp4,Le2i,Home_01/video (27).avi,livingroom,fall,fall
livingroom_fall_143_20260827.mp4,Le2i,Home_01/video (28).avi,livingroom,fall,fall
livingroom_fall_144_20260827.mp4,Le2i,Home_01/video (29).avi,livingroom,fall,fall
livingroom_fall_145_20260827.mp4,Le2i,Home_01/video (3).avi,livingroom,fall,fall
livingroom_fall_146_20260827.mp4,Le2i,Home_01/video (30).avi,livingroom,fall,fall
livingroom_fall_147_20260827.mp4,Le2i,Home_01/video (4).avi,livingroom,fall,fall
livingroom_fall_148_20260827.mp4,Le2i,Home_01/video (5).avi,livingroom,fall,fall
livingroom_fall_149_20260827.mp4,Le2i,Home_01/video (6).avi,livingroom,fall,fall
livingroom_fall_150_20260827.mp4,Le2i,Home_01/video (7).avi,livingroom,fall,fall
livingroom_fall_151_20260827.mp4,Le2i,Home_01/video (8).avi,livingroom,fall,fall
livingroom_fall_152_20260827.mp4,Le2i,Home_01/video (9).avi,livingroom,fall,fall
livingroom_fall_153_20260827.mp4,Le2i,Home_02/video (31).avi,livingroom,fall,fall
livingroom_fall_154_20260827.mp4,Le2i,Home_02/video (32).avi,livingroom,fall,fall
livingroom_fall_155_20260827.mp4,Le2i,Home_02/video (33).avi,livingroom,fall,fall
livingroom_fall_156_20260827.mp4,Le2i,Home_02/video (34).avi,livingroom,fall,fall
livingroom_fall_157_20260827.mp4,Le2i,Home_02/video (35).avi,livingroom,fall,fall
livingroom_fall_158_20260827.mp4,Le2i,Home_02/video (36).avi,livingroom,fall,fall
livingroom_fall_159_20260827.mp4,Le2i,Home_02/video (37).avi,livingroom,fall,fall
livingroom_adl_033_20260827.mp4,Le2i,Home_02/video (38).avi,livingroom,normal,adl
livingroom_adl_034_20260827.mp4,Le2i,Home_02/video (39).avi,livingroom,normal,adl
livingroom_adl_035_20260827.mp4,Le2i,Home_02/video (40).avi,livingroom,normal,adl
livingroom_adl_036_20260827.mp4,Le2i,Home_02/video (41).avi,livingroom,normal,adl
livingroom_adl_037_20260827.mp4,Le2i,Home_02/video (42).avi,livingroom,normal,adl
livingroom_adl_038_20260827.mp4,Le2i,Home_02/video (43).avi,livingroom,normal,adl
livingroom_adl_039_20260827.mp4,Le2i,Home_02/video (44).avi,livingroom,normal,adl
livingroom_adl_040_20260827.mp4,Le2i,Home_02/video (45).avi,livingroom,normal,adl
livingroom_adl_041_20260827.mp4,Le2i,Home_02/video (46).avi,livingroom,normal,adl
livingroom_adl_042_20260827.mp4,Le2i,Home_02/video (47).avi,livingroom,normal,adl
livingroom_adl_043_20260827.mp4,Le2i,Home_02/video (48).avi,livingroom,normal,adl
livingroom_adl_044_20260827.mp4,Le2i,Home_02/video (49).avi,livingroom,normal,adl
livingroom_adl_045_20260827.mp4,Le2i,Home_02/video (50).avi,livingroom,normal,adl
livingroom_adl_046_20260827.mp4,Le2i,Home_02/video (51).avi,livingroom,normal,adl
livingroom_adl_047_20260827.mp4,Le2i,Home_02/video (52).avi,livingroom,normal,adl
livingroom_adl_048_20260827.mp4,Le2i,Home_02/video (53).avi,livingroom,normal,adl
livingroom_adl_049_20260827.mp4,Le2i,Home_02/video (54).avi,livingroom,normal,adl
livingroom_adl_050_20260827.mp4,Le2i,Home_02/video (55).avi,livingroom,normal,adl
livingroom_adl_051_20260827.mp4,Le2i,Home_02/video (56).avi,livingroom,normal,adl
livingroom_adl_052_20260827.mp4,Le2i,Home_02/video (57).avi,livingroom,normal,adl
livingroom_adl_053_20260827.mp4,Le2i,Home_02/video (58).avi,livingroom,normal,adl
livingroom_adl_054_20260827.mp4,Le2i,Home_02/video (59).avi,livingroom,normal,adl
livingroom_adl_055_20260827.mp4,Le2i,Home_02/video (60).avi,livingroom,normal,adl
