video_path,scene,event_type,action_label,subject_id,age_group,gender,lighting,camera_angle,occlusion,resolution,fps,duration_s,fall_start_ts,fall_end_ts,annotation_file,sensor_file,note
videos/bedroom/fall/bedroom_fall_017_20260827.mp4,bedroom,fall_from_bed,fall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.84,4.653,1.500,4.000,annotations/action_events/bedroom_fall_017_20260827.json,,"source=GMDCSA-24 Subject 4 Fall/12.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Falling (FW)[1.5 to 4]; Sitting[0 to 1.3]'; description='Falling (FW)to the floor from sitting on the bed'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/fall/bedroom_fall_018_20260827.mp4,bedroom,fall_from_bed,fall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.84,5.001,0.300,5.000,annotations/action_events/bedroom_fall_018_20260827.json,,"source=GMDCSA-24 Subject 4 Fall/13.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Falling (SW)[0.3 to 5]'; description='Falling (sideways) on the bed from sitting on the bed'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/fall/bedroom_fall_019_20260827.mp4,bedroom,fall_from_bed,fall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.91,5.250,0.800,5.000,annotations/action_events/bedroom_fall_019_20260827.json,,"source=GMDCSA-24 Subject 4 Fall/14.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Falling (SW)[0.8 to 5]; Sitting[0 to 0.8]'; description='Falling (RS) on the bed from sitting on the bed then falling (LS) to the floor'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/fall/bedroom_fall_020_20260827.mp4,bedroom,fall_from_bed,fall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.9,4.854,,,annotations/action_events/bedroom_fall_020_20260827.json,,"source=GMDCSA-24 Subject 4 Fall/15.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Falling (FW); Sitting[0 to 1.7]'; description='Falling (FW) on the floor from sitting on the bed'; fall_start/end from official CSV class time spans (left blank: no official span for this primary event); license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/fall/bedroom_fall_021_20260827.mp4,bedroom,fall_from_bed,fall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.87,6.949,2.800,6.000,annotations/action_events/bedroom_fall_021_20260827.json,,"source=GMDCSA-24 Subject 4 Fall/17.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Falling (SW)[2.8 to 6]; Sitting[0 to 2.6]'; description='Falling (LS) on the bed from sitting on the bed'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/fall/bedroom_fall_w01_20260827.mp4,bedroom,fall_from_bed,fall,unknown,unknown,male,day,side,unknown,1920x1080,30,13.000,0.300,12.800,annotations/action_events/bedroom_fall_w01_20260827.json,,"source=YouTube web; yt-dlp_id=QO3Pytdtapk; url=https://www.youtube.com/watch?v=QO3Pytdtapk; title=Fall Detection System, Bed Fall detection; approx, web source, not frame-accurate; person_bbox not invented; Lab/demo: young adult male sits up then lies on floor next to hospital-style bed. Simulated bed-exit fall. Not elderly."
videos/bedroom/fall/bedroom_fall_w02_20260827.mp4,bedroom,fall_from_bed,fall,unknown,unknown,male,day,side,unknown,1920x1080,29.97,20.020,0.300,19.820,annotations/action_events/bedroom_fall_w02_20260827.json,,"source=YouTube web; yt-dlp_id=XGEsQzcm44E; url=https://www.youtube.com/watch?v=XGEsQzcm44E; title=[mini-H] Demo test for fall detection; approx, web source, not frame-accurate; person_bbox not invented; bitsensing mini-H radar demo; adult male on floor beside bed; UI overlay Status=Fall detected. Simulated. Not elderly."
videos/bedroom/fall/bedroom_fall_w03_20260827.mp4,bedroom,fall,fall,unknown,unknown,unknown,unknown,unknown,unknown,1920x1080,29.97,8.008,0.300,7.808,annotations/action_events/bedroom_fall_w03_20260827.json,,"source=YouTube web; yt-dlp_id=N64VK9VZ43c; url=https://www.youtube.com/watch?v=N64VK9VZ43c; title=KamiCare Fall Detection Solution; approx, web source, not frame-accurate; person_bbox not invented; KamiCare promotional montage opening: person on floor next to care-bed; statistic overlay. Educational still-like clip, not frame-accurate CCTV."
videos/bedroom/nearfall/bedroom_lie_down_001_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_01,unknown,unknown,day,unknown,unknown,1280x720,29.61,8.274,2.000,8.000,annotations/action_events/bedroom_lie_down_001_20260827.json,,"source=GMDCSA-24 Subject 1 ADL/01.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Light On)' -> day; official classes='Sitting[0 to 1]; Sleeping[2 to 8]'; description='Sitting on the bed to sleeping right side on the bed. Face towards camera'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_002_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_01,unknown,unknown,day,unknown,unknown,1280x720,29.6,6.690,1.500,6.000,annotations/action_events/bedroom_lie_down_002_20260827.json,,"source=GMDCSA-24 Subject 1 ADL/02.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Light On)' -> day; official classes='Sitting[0 to 0.5]; Sleeping[1.5 to 6]'; description='Sitting on the bed to sleeping left side on the bed. Face towards the camera'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_003_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_01,unknown,unknown,day,unknown,unknown,1280x720,29.75,6.691,1.000,6.000,annotations/action_events/bedroom_lie_down_003_20260827.json,,"source=GMDCSA-24 Subject 1 ADL/03.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Light On)' -> day; official classes='Sitting[0 to 0.5]; Sleeping[1 to 6]'; description='Sitting on the bed to sleeping left side on the bed. Face towards the ceiling'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_004_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_02,unknown,unknown,day,unknown,unknown,1280x720,29.82,11.944,8.000,11.000,annotations/action_events/bedroom_lie_down_004_20260827.json,,"source=GMDCSA-24 Subject 2 ADL/03.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Sitting[5.6 to 7.4]; Sleeping[8 to 11]; Walking[0 to 4.6]'; description='Walking; removing dust from the bed using a pillow; and sleeping on the bed'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_005_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_02,unknown,unknown,day,unknown,unknown,1280x720,29.86,7.628,3.000,7.000,annotations/action_events/bedroom_lie_down_005_20260827.json,,"source=GMDCSA-24 Subject 2 ADL/12.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Sleeping[3 to 7]; Standing[0 to 0.1]'; description='Going to bed and sleeping (belly facing downwards)'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_006_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_03,unknown,unknown,day,unknown,unknown,1280x720,29.83,9.922,0.000,1.000,annotations/action_events/bedroom_lie_down_006_20260827.json,,"source=GMDCSA-24 Subject 3 ADL/03.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Sitting[3 to 7.4]; Sleeping[0 to 1]; Standing[7.6 to 8.4]; Walking[8.5 to 9]'; description='Getting up from the sleeping position from the bed; Putting a mask on the face; then walking'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_007_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_04,unknown,unknown,low,unknown,unknown,1280x720,29.84,12.801,4.300,12.000,annotations/action_events/bedroom_lie_down_007_20260827.json,,"source=GMDCSA-24 Subject 4 ADL/10.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights Off)' -> low; official classes='Sleeping[4.3 to 12]; Walking[0 to 1.4]'; description='Walking then sleeping on the bed after removing the goggles'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_008_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.83,5.345,1.600,5.000,annotations/action_events/bedroom_lie_down_008_20260827.json,,"source=GMDCSA-24 Subject 4 ADL/15.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Sitting[0 to 0.5]; Sleeping[1.6 to 5]'; description='Sitting to sleeping on the bed'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_lie_down_009_20260827.mp4,bedroom,lie_down,nearfall,S_GMDCSA_04,unknown,unknown,day,unknown,unknown,1280x720,29.84,7.159,2.900,7.000,annotations/action_events/bedroom_lie_down_009_20260827.json,,"source=GMDCSA-24 Subject 4 ADL/16.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day (Lights On)' -> day; official classes='Sitting[0.5 to 2.8]; Sleeping[2.9 to 7]'; description='Sitting on the bed; removing the goggles; then sleeping'; fall_start/end from official CSV class time spans; license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_nearfall_w01_20260827.mp4,bedroom,bed_exit,nearfall,unknown,unknown,male,day,side,unknown,1920x1080,59.94,20.003,,,annotations/action_events/bedroom_nearfall_w01_20260827.json,,"source=YouTube web; yt-dlp_id=sDKrBYskAeY; url=https://www.youtube.com/watch?v=sDKrBYskAeY; title=Guardforce's Bed Exit and fall detection alarm; approx, web source, not frame-accurate; person_bbox not invented; Guardforce bed-exit / fall-detection demo; person getting out of bed (near-fall / bed-exit alert context). Simulated."
videos/bedroom/nearfall/bedroom_pick_up_001_20260827.mp4,bedroom,pick_up,nearfall,S_GMDCSA_02,unknown,unknown,day,unknown,unknown,1280x720,29.85,11.841,,,annotations/action_events/bedroom_pick_up_001_20260827.json,,"source=GMDCSA-24 Subject 2 ADL/02.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Drinking[10.5 to 11]; Sitting [0 to 11];'; description='Picking up a water bottle from the ground and drinking while sitting on the bed'; fall_start/end from official CSV class time spans (left blank: no official span for this primary event); license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_pick_up_002_20260827.mp4,bedroom,pick_up,nearfall,S_GMDCSA_02,unknown,unknown,day,unknown,unknown,1280x720,29.85,10.753,,,annotations/action_events/bedroom_pick_up_002_20260827.json,,"source=GMDCSA-24 Subject 2 ADL/06.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Sitting[9.7 to 3]; Standing[0 to 0.5; 4.2 to 6.5]; Walking[0.5 to 1.8; 6 to 8.7]'; description='Picking up the mobile phone from the ground; placing it on the bed; and sitting on the bed'; fall_start/end from official CSV class time spans (left blank: no official span for this primary event); license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_pick_up_003_20260827.mp4,bedroom,pick_up,nearfall,S_GMDCSA_03,unknown,unknown,day,unknown,unknown,1280x720,29.85,10.049,,,annotations/action_events/bedroom_pick_up_003_20260827.json,,"source=GMDCSA-24 Subject 3 ADL/04.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=1280x720; lighting from CSV Time of Recording='Day' -> day; official classes='Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2]'; description='Picking a book from the floor and putting it on the bed; sitting on the bed'; fall_start/end from official CSV class time spans (left blank: no official span for this primary event); license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
videos/bedroom/nearfall/bedroom_pick_up_004_20260827.mp4,bedroom,pick_up,nearfall,S_GMDCSA_03,unknown,unknown,night,unknown,unknown,640x480,15.05,6.513,,,annotations/action_events/bedroom_pick_up_004_20260827.json,,"source=GMDCSA-24 Subject 3 ADL/19.mp4; source_scene=home (3 environments), mapped to bedroom because official description mentions a bed; actors=simulated (not elderly); demographics unknown in official files; original_resolution=640x480; lighting from CSV Time of Recording='Night' -> night; official classes='Walking[1.8 to 5]'; description='Picking the pen from the floor and putting it on the bed'; fall_start/end from official CSV class time spans (left blank: no official span for this primary event); license=CC BY 4.0 (Zenodo 10.5281/zenodo.13354453); GitHub copy also MIT"
